,artist,title,medium,height,width,creation_year,country,fold_ix
928,"Hogarth, William","Three Ladies in a Grand Interior (The Broken Fan), possibly Catherine Darnley, Duchess of Buckingham with Two Ladies",OilPaintCanvas,667,652,1736,UK,3
929,"Turner, Bruce",Pavlova,OilPaintCanvas,619,516,1912,UK,4
930,"Topolski, Feliks",Trooping the Colour,Lithograph,499,354,1973,Other,5
931,"Collins, Charles",Lobster on a Delft Dish,OilPaintCanvas,910,705,1738,Other,1
932,"Lewis, Morland",The Bandstand,OilPaintCanvas,610,451,1931,UK,2
933,"Eves, Reginald G",Max Beerbohm,OilPaintCanvas,635,724,1936,UK,3
934,"Hodges, William",Tomb and Distant View of Rajmahal Hills,OilPaintCanvas,724,622,1782,UK,4
935,"Martineau, Robert Braithwaite",Kits Writing Lesson,OilPaintCanvas,705,521,1852,UK,5
936,"Hayls, John","Portrait of a Lady and a Boy, with Pan",OilPaintCanvas,1600,1730,1655,Other,1
937,"Lemon, Arthur",The Wooing of Daphnis,OilPaintCanvas,1200,852,1881,Other,2
938,"Cooke, Jean",Self-Portrait,OilPaintCanvas,838,1149,1958,UK,3
939,"Marx, Enid",Budgerigars,Lithograph,768,575,1972,UK,4
940,"Souch, John",George Puleston (?),OilPaintCanvas,635,762,1625,UK,5
941,"Gottlieb, Adolph",Wedge,OilPaintCanvas,1219,1829,1961,US,1
942,"Douglas, Edwin",Alderneys (Mother and Daughter),OilPaintCanvas,1118,1422,1875,UK,2
943,"McCartney, Linda",McCartney,Screenprint,333,480,1977,US,3
944,"Frye, Thomas",Henry Crispe of the Custom House,OilPaintCanvas,1016,1243,1746,Other,4
945,"Parsons, Alfred",When Nature Painted all Things Gay,OilPaintCanvas,1511,1054,1887,Other,5
946,"Dawe, George",Naomi and her Daughters,OilPaintCanvas,769,961,1804,Other,1
947,"Hunt, Walter",The Dog in the Manger,OilPaintCanvas,1689,1016,1885,Other,2
948,"McEwen, Rory",Untitled,Screenprint,305,305,1969,UK,3
949,"John, Augustus, OM",Dorelia Standing before a Fence,OilPaintCanvas,1220,2020,1903,UK,4
950,"Miller, Godfrey",Triptych with Figures,OilPaintCanvas,1041,654,1944,Other,5
951,"Morton, Alastair",Opus 15 (Light Blue and Yellow),OilPaintCanvas,991,686,1938,UK,1
952,"Cazin, Jean-Charles",Ulysses after the Shipwreck,OilPaintCanvas,597,733,1890,Other,2
953,"Foster, Myles Birket",The Smithy,Watercolor,140,102,1890,UK,3
954,"Estve, Maurice",Composition 166,Watercolor,638,505,1957,Other,4
955,"Hokanson, Lars",Peaceable Kingdom Revisited,Lithograph,473,394,1974,Other,5
956,"Brough, Robert",Fantaisie en Folie,OilPaintCanvas,1257,1022,1897,UK,1
957,"Malevich, Kazimir",Dynamic Suprematism,OilPaintCanvas,800,803,1915,Other,2
958,"D'Arcangelo, Allan",Constellation IV,Screenprint,661,661,1971,US,3
959,"Vlaminck, Maurice de",Landscape near Martigues,OilPaintCanvas,819,651,1913,Other,4
960,London Gallery,7 Klner Kunstmarkt,Lithograph,441,559,1973,Other,5
961,"Carr, Thomas",Fireside,Lithograph,762,495,1946,UK,1
962,"James, A. Gosset",Winter on the Windrush,OilPaintCanvas,1022,635,1938,UK,2
963,"Frampton, Meredith",Sir Clive Forster-Cooper,OilPaintCanvas,1263,1078,1945,UK,3
964,"Donaldson, Andrew Brown","Puente San Martin, Toledo",Watercolor,311,641,1889,UK,4
965,"Buvelot, Louis",The Pool,Watercolor,254,178,1878,Other,5
966,"Wright, Richard",Untitled Figure 5,Screenprint,1260,890,2001,UK,1
967,"Reuter, Ingmar",Shop Front,Screenprint,695,508,1972,Other,2
968,"Spero, Nancy",Lovers,OilPaintCanvas,2040,1635,1962,US,3
969,"King, Cecil",Red,Screenprint,749,425,1975,Other,4
970,"Bouvier de Cachard, Comte Rgis Guy de",Tower of London,Lithograph,654,486,1972,Other,5
971,"Maddox, Ronald","Royal Naval College and Queens House, Greenwich",Lithograph,454,213,1974,Other,1
972,"Fine, Lois",Sphinx,Lithograph,692,483,1972,Other,2
973,"Dotremont, Christian",[no title],Lithograph,733,492,1975,Other,3
974,"Mackintosh, Charles Rennie",Fetges,Watercolor,480,474,1927,UK,4
975,"Kelly, Felix",Steamer,Lithograph,762,594,1946,Other,5
976,"Mackay, Alex",Two Bird Studies,Lithograph,765,597,1976,Other,1
977,"Davis, Stuart",Composition,Screenprint,360,282,1964,US,2
978,"Whitcombe, Thomas",The Battle of Camperdown,OilPaintCanvas,1829,1219,1798,UK,3
979,"Burra, Edward",The Snack Bar,OilPaintCanvas,559,762,1930,UK,4
980,"Furse, Charles Wellington",Field-Marshal Earl Roberts on his Charger Vonolel,OilPaintCanvas,705,914,1893,UK,5
981,"Bonington, Richard Parkes",French Coast with Fishermen,OilPaintCanvas,967,643,1825,UK,1
982,"Black, Sheila",Broad Street Line,Screenprint,1829,3048,1967,Other,2
983,"Gennari, Benedetto","Elizabeth Panton, Later Lady Arundell of Wardour, as Saint Catherine",OilPaintCanvas,1021,1250,1689,Other,3
984,"Davis, William",A Days Sport at Bidston Hill,OilPaintCanvas,401,301,1865,Other,4
985,"Lethbridge, Julian",Untitled,Lithograph,435,576,1990,Other,5
986,"Guthrie, Sir James",The Wash,OilPaintCanvas,735,940,1882,UK,1
987,"Dean, Catherine",Sheeps Skull and Ferns,OilPaintCanvas,508,406,1935,UK,2
988,"Baxter, Iain",Bagged Day-Glo Oranges,Screenprint,381,508,1967,UK,3
989,"Hopwood, Henry Silkstone",Industry,Watercolor,1274,820,1894,UK,4
990,"Ting, Walasse",[no title],Lithograph,752,543,1975,Other,5
991,"Coxon, Raymond",Blue Bird,OilPaintCanvas,1013,1521,1968,UK,1
992,"Tillyer, William",The Print. The Fragment,Screenprint,1308,1090,1978,UK,2
993,"Alma-Tadema, Sir Lawrence",A Priestess of Apollo,OilPaintCanvas,298,349,1888,Other,3
994,"Arikha, Avigdor",Jerusalem Seen from the South,OilPaintCanvas,657,502,1980,Other,4
995,"Whitten, Jack",Epsilon Group II,OilPaintCanvas,1613,1613,1977,US,5
996,"Kemp-Welch, Lucy",Forward the Guns!,OilPaintCanvas,3061,1524,1917,UK,1
997,"Reynolds, Sir Joshua",Colonel Acland and Lord Sydney: The Archers,OilPaintCanvas,1800,2360,1769,UK,2
998,"Hofland, Thomas Christopher",Stirling Castle,OilPaintCanvas,1841,1321,1815,Other,3
999,"Nicholls, Bertram","Steyning Church, Sussex",OilPaintCanvas,406,508,1921,UK,4
1000,"Holroyd, Sir Charles",Wooded Landscape,Watercolor,508,311,1906,UK,5
1001,"Delaunay, Robert",Endless Rhythm,OilPaintCanvas,1302,1619,1934,Other,1
1002,"Martin, Anne",From One World to Another,OilPaintCanvas,1831,1843,1962,UK,2
1003,"Wunderlich, Paul",[title not known: from the book Paul Wunderlich by Jens Christian Jensen],Lithograph,114,143,1980,Other,3
1004,"Logsdail, William",St Martin-in-the-Fields,OilPaintCanvas,1181,1435,1888,UK,4
1005,"Prinsep, Valentine Cameron",Ayesha,OilPaintCanvas,698,902,1887,Other,5
1006,"Brooking, Charles",A British Man of War Firing a Salute,OilPaintCanvas,1480,1022,1750,UK,1
1007,"Nolde, Emil",The Sea B,OilPaintCanvas,1010,737,1930,Other,2
1008,"Evans, Merlyn Oliver",The Mark of the Beast,OilPaintCanvas,711,908,1940,UK,3
1009,"Ovenden, Graham",This Blasted Heath,Screenprint,460,622,1972,UK,4
1010,"Pissarro, Camille",A Corner of the Meadow at Eragny,OilPaintCanvas,813,600,1902,Other,5
1011,"Lessore, Helen",Portrait of David Wilkie,OilPaintCanvas,302,354,1967,UK,1
1012,"Carline, George",Under a Midsummer Sun,OilPaintCanvas,362,257,1889,UK,2
1013,"Haile, Sam",Surgical Ward,OilPaintCanvas,762,610,1939,UK,3
1014,"Leader, Benjamin Williams",The Valley of the Llugwy,OilPaintCanvas,2007,1194,1883,UK,4
1015,"Roper, Richard","The Match between Aaron and Driver at Maidenhead, Aug. 1754: Driver Winning the Third Heat",OilPaintCanvas,1216,883,1754,Other,5
1016,"Bloch, Martin",Afternoon in Bangor,OilPaintCanvas,914,1270,1952,Other,1
1017,"Downsbrough, Peter",1. 4,Lithograph,559,441,1973,US,2
1018,"Mackenzie, Warren",Untitled,Screenprint,210,378,1951,US,3
1019,"Cumberland, George","Inside the Peak Cavern, Castleton, Derbyshire",Watercolor,219,146,1820,UK,4
1020,"Rogers, Claude",Cornfields at Somerton,OilPaintCanvas,1266,1016,1961,UK,5
1021,"Cheese, Chloe",Pink Carnations,Lithograph,406,559,1978,UK,1
1022,"Clint, Alfred",Hampstead from the South-East,OilPaintCanvas,914,610,1852,UK,2
1023,"Cooper, Gerald",Striped Lily,Lithograph,498,762,1946,Other,3
1024,"Shayer, William, Senior",A Village Festival,OilPaintCanvas,1086,902,1843,UK,4
1025,"Hand, Thomas",Cottage and Hilly Landscape,OilPaintCanvas,908,711,1797,Other,5
1026,"Gibb, Phelan",Belgrave Square and Wilton Crescent,Watercolor,483,343,1928,UK,1
1027,"Grant, Sir Francis",Portrait of a Lady (? Mrs Edmund Peel),OilPaintCanvas,1334,2235,1856,UK,2
1028,Mane-Katz,Orchestra,OilPaintCanvas,650,540,1949,Other,3
1029,"Wyllie, Charles William",Digging for Bait,OilPaintCanvas,1270,660,1877,UK,4
1030,"Ulreich, Edward Buk",Arizona Cowboys,Lithograph,762,498,1947,Other,5
1031,"Bravo, Manuel lvarez",Black Mirror,Photograph,255,330,1947,Other,1
1032,"Forbes, Stanhope Alexander",The Health of the Bride,OilPaintCanvas,2000,1524,1889,Other,2
1033,"Lamb, Henry",The Artists Family,OilPaintCanvas,914,1143,1940,Other,3
1034,"Haghe, Louis",Council of War at Courtray,Watercolor,711,762,1839,Other,4
1035,"Thirsk, John",Dr W.G. Grace,Lithograph,384,575,1972,Other,5
1036,"Gill, Charles",The Lethbridge Children,OilPaintCanvas,902,711,1785,Other,1
1037,"Beckmann, Max",Carnival,OilPaintCanvas,918,1864,1920,Other,2
1038,"Forain, Jean-Louis",The Tub,OilPaintCanvas,546,654,1886,Other,3
1039,"Ryan, Adrian",Flowers on a Chair,OilPaintCanvas,432,610,1958,UK,4
1040,"Moore, Raymond",Maryport,Photograph,316,212,1977,UK,5
1041,"Parkinson, Valerie",[title not known],Lithograph,321,241,1968,Other,1
1042,"Bacon, Sir Nathaniel",Cookmaid with Still Life of Vegetables and Fruit,OilPaintCanvas,2475,1510,1620,Other,2
1043,"Herv, Lucien",Villa Royan (Quentin),Photograph,45,47,1953,Other,3
1044,"Colquhoun, Robert",The Fortune Teller,OilPaintCanvas,806,1264,1946,UK,4
1045,"Geddes, Andrew",Mrs Greatorex,OilPaintCanvas,1016,1270,1840,UK,5
1046,"Appleyard, Fred",A Secret,OilPaintCanvas,1232,914,1914,UK,1
1047,"Marchand, Jean",Angelina,OilPaintCanvas,810,1003,1923,Other,2
1048,"Jones, Stanley",Sheelin,Lithograph,419,600,1978,UK,3
1049,"Leapman, Edwina",Untitled Orange,OilPaintCanvas,1900,1388,1964,UK,4
1050,"Laurencin, Marie",The Fan,OilPaintCanvas,300,305,1919,Other,5
1051,"Hacker, Arthur",The Annunciation,OilPaintCanvas,1257,2311,1892,UK,1
1052,"Carline, Nancy",Supper on the Terrace,OilPaintCanvas,765,610,1946,UK,2
1053,"Johnson, Charles Edward","The Swineherd: Gurth, Son of Beowulph",OilPaintCanvas,2121,1410,1879,Other,3
1054,"Newman, Barnett",Moment,OilPaintCanvas,406,762,1946,US,4
1055,"Shee, Sir Martin Archer",Two Rustic Figures,Watercolor,111,133,1817,Other,5
1056,"Salgado, Sebastio","The Gold Mine, Brazil",Photograph,280,430,1986,Other,1
1057,"Brangwyn, Sir Frank",Making Sailors: Boatdrill,Lithograph,363,463,1917,Other,2
1058,"Millner, William Edwards",A Wayside Gossip,OilPaintCanvas,502,378,1872,Other,3
1059,"Strunke, Niklavs",The Town of Kraslava,OilPaintCanvas,690,543,1937,Other,4
1060,"Pyne, James Baker","The Mulgrave Alum Works at Sandsend, Yorkshire Coast",OilPaintCanvas,1429,927,1844,UK,5
1061,"Sullivan, Edmund J.",Reign of Justice,Lithograph,438,689,1917,UK,1
1062,"Anderton, Henry",Mountain Landscape with Dancing Shepherd,OilPaintCanvas,597,457,1650,Other,2
1063,"Araki, Nobuyoshi",Untitled,Photograph,400,310,1995,Other,3
1064,"Ensor, James",Effect of Light,OilPaintCanvas,616,508,1935,Other,4
1065,"Williams, William",Thunderstorm with the Death of Amelia,OilPaintCanvas,1019,635,1784,UK,5
1066,"Van Dyck, Sir Anthony","Portrait of Mary Hill, Lady Killigrew",OilPaintCanvas,833,1065,1638,Other,1
1067,"Gardiner, Clive","Churchyard, Old Town, St Marys IV",OilPaintCanvas,357,254,1956,UK,2
1068,"Bower, Edward",Sir John Drake,OilPaintCanvas,981,1244,1646,Other,3
1069,"Almond, Darren",Multiple Working,Screenprint,889,731,1997,UK,4
1070,"Kerr, Charles Henry Malcolm",The Visitor,OilPaintCanvas,321,762,1905,Other,5
1071,"Meneeley, Ed",Louinas Dream,Screenprint,660,933,1973,US,1
1072,"Briggs, Ernest",A Flood on the Ken at Earlstoun Linn,Watercolor,1143,787,1913,UK,2
1073,"Sutton, Philip",The Tree,OilPaintCanvas,1372,1372,1958,UK,3
1074,"Chagall, Marc",The Blue Circus,OilPaintCanvas,267,349,1950,Other,4
1075,"Macdonald, Frances",Iffley Church,Lithograph,559,394,1970,UK,5
1076,"Myers, Bernard",Japanese Anemones,Lithograph,654,479,1978,Other,1
1077,"Vacher, Charles","Rezzonico and the Splgen Range, Lake Como",Watercolor,1410,813,1867,UK,2
1078,"Maze, Paul",Whitehall in Winter,OilPaintCanvas,737,610,1920,Other,3
1079,"Dadd, Frank",Gold Lace has a Charm for the Fair,Watercolor,470,330,1908,UK,4
1080,"Scarfe, Gerald, CBE",Spiro Agnew,Lithograph,587,778,1970,UK,5
1081,"Dixon, Harry",Lions,Watercolor,1181,648,1891,UK,1
1082,"Phillips, Thomas","Sir David Wilkie, R.A.",OilPaintCanvas,762,997,1829,UK,2
1083,"Matthiasdottir, Louisa",Still Life with Frying Pan and Red Cabbage,OilPaintCanvas,1524,1320,1979,Other,3
1084,"Herman, Andrew",[no title],Screenprint,470,612,1994,UK,4
1085,"Zao, Wou-ki",Before the Storm,OilPaintCanvas,537,724,1955,Other,5
1086,"Burkert, Robert",Three Trees,Lithograph,724,508,1968,US,1
1087,"Yiadom-Boakye, Lynette",10pm Saturday,OilPaintCanvas,1300,2000,2012,UK,2
1088,"Peters, Rev. Matthew William",Lydia,OilPaintCanvas,770,642,1777,UK,3
1089,"Ortman, George",[no title],Screenprint,408,560,1964,US,4
1090,"Northcote, James",A Young Lady Playing the Harp,OilPaintCanvas,864,1105,1814,UK,5
1091,"Leung, Yau",Wong Tai Sin Resettlement Estate,Photograph,250,290,1965,Other,1
1092,"Forge, Andrew",Orange Nude: S. Undressing,OilPaintCanvas,762,1022,1961,UK,2
1093,"Lowry, L.S.",Hillside in Wales,OilPaintCanvas,1016,762,1962,UK,3
1094,"McTaggart, William",Summer Sundown - Tir-nan-og,OilPaintCanvas,914,610,1880,UK,4
1095,"Roussel, Thodore",The Reading Girl,OilPaintCanvas,1613,1524,1886,Other,5
1096,"Atlan, Jean-Michel",Baal the Warrior,OilPaintCanvas,1295,1626,1953,Other,1
1097,"Blackadder, Elizabeth",Still Life with Pomegranates,OilPaintCanvas,1118,864,1963,UK,2
1098,"Palmer, Garrick",Kennet Lock,Lithograph,521,349,1977,UK,3
1099,"Hogarth, Paul",The Gates of Fez,Lithograph,775,571,1975,UK,4
1100,"Sartorius, Francis",A Black Horse with Two Dogs,OilPaintCanvas,416,346,1793,UK,5
1101,"Roberts, Donald",Vair Project - Basalt 68,Lithograph,838,597,1968,US,1
1102,"Fisher, Melton",In Realms of Fancy,OilPaintCanvas,1219,1225,1898,UK,2
1103,"Glendenning, Ronald",Landscape,Lithograph,533,435,1978,Other,3
1104,"Oulton, Thrse",Deposition,OilPaintCanvas,1778,1956,1989,UK,4
1105,"Hamilton, Gavin",Agrippina Landing at Brindisium with the Ashes of Germanicus,OilPaintCanvas,2560,1825,1772,UK,5
1106,"Keeping, Charles",City Tiered Stables,Lithograph,670,416,1965,UK,1
1107,"Armstrong, John",Tocsin III,OilPaintCanvas,914,711,1967,UK,2
1108,"Latham, James",The Rt Hon. Sir Capel Molyneux,OilPaintCanvas,1080,1346,1740,Other,3
1109,"Marchant, Paul",Rag Vasant (Spring Time),Lithograph,571,775,1978,Other,4
1110,"Burt (ne Dallas), Angela",First Out of the Box,Screenprint,1829,3048,1967,Other,5
1111,"Paalen, Wolfgang",The Messenger,OilPaintCanvas,765,2000,1941,Other,1
1112,"Howell, Peter",The Last Furlong,Lithograph,705,483,1973,UK,2
1113,"Somerscales, Thomas J.",Off Valparaiso,OilPaintCanvas,1803,965,1899,UK,3
1114,"Holland, Harry",T.V.,Lithograph,157,153,1982,UK,4
1115,"Mordmller, Rainer G",[no title],Lithograph,159,219,1977,Other,5
1116,"Zoffany, Johan",Colonel Blair with his Family and an Indian Ayah,OilPaintCanvas,1346,965,1786,Other,1
1117,"Gamarra, Sandra",Page 70,OilPaintCanvas,1620,1950,2006,Other,2
1118,"Smith, W. Eugene",Guarda Civil,Photograph,420,340,1951,US,3
1119,"Ramsay, Allan",Portrait of Martha Baker,OilPaintCanvas,640,770,1739,UK,4
1120,"Cheston, Evelyn","Betchworth Lane, October",Watercolor,370,250,1917,UK,5
1121,"Grayson, Roy",1. 5,Lithograph,441,559,1973,UK,1
1122,"Barron, Hugh",The Children of George Bond of Ditchleys,OilPaintCanvas,1397,1060,1768,Other,2
1123,"Engelbach, Florence",Roses,OilPaintCanvas,406,356,1934,Other,3
1124,"Morland, George",The Tea Garden,OilPaintCanvas,505,406,1790,UK,4
1125,"Johnson, James",The Tranquil Lake: Sunset Seen through a Ruined Abbey,OilPaintCanvas,1441,902,1825,UK,5
1126,"Naghi Bey, Mohammed","Religious Procession, Addis Ababa",OilPaintCanvas,543,649,1932,Other,1
1127,"Le Witt, Jan",Axial Image,Lithograph,330,406,1966,Other,2
1128,"Kestelman, Morris",Bonjour!,Lithograph,400,511,1975,UK,3
1129,"Baumeister, Willi",Untitled (Suspended Lines I),Lithograph,208,260,1953,Other,4
1130,"Indiana, Robert",Eternal Hexagon,Screenprint,407,446,1964,US,5
1131,"Winters, Terry",Monkey Puzzle,OilPaintCanvas,3664,2750,1987,US,1
1132,"Riviere, Briton",Beyond Mans Footsteps,OilPaintCanvas,1845,1190,1894,UK,2
1133,"Seddon, John Pollard","Recess with Staircase, St Sauveur, Caen",Lithograph,133,213,1852,UK,3
1134,"Carter, Hugh",The Last Ray,OilPaintCanvas,737,622,1878,UK,4
1135,"Barenger, James","Jonathan Griffin, Huntsman to the Earl of Derbys Staghounds",OilPaintCanvas,1270,1016,1813,UK,5
1136,"Clinton, Margery","Charlotte Square, Edinburgh",Lithograph,762,508,1961,Other,1
1137,"Smith, Jack",Objects in Light and Shadow,OilPaintCanvas,915,915,1959,UK,2
1138,"Key, Joan",Large Goats Head,Lithograph,575,776,1983,UK,3
1139,"Murray, Charles",The Resurrection,Watercolor,356,622,1944,UK,4
1140,"Walmsley, William",Ding Dong Daddy Dog Biscuits 2,Lithograph,511,632,1974,Other,5
1141,"Verrio, Antonio",Sketch for a Ceiling Decoration: An Assembly of the Gods,OilPaintCanvas,829,1692,1680,Other,1
1142,"Johnson, Ben",Escalator,Screenprint,838,559,1975,UK,2
1143,"Maxwell, John",Night Flowers,OilPaintCanvas,610,914,1959,UK,3
1144,"Drummond, Malcolm",Girl with Palmettes,OilPaintCanvas,403,498,1914,UK,4
1145,"Hook, James Clarke",Wreckage from the Fruiter,OilPaintCanvas,1556,921,1889,UK,5
1146,"Sasnal, Wilhelm",Untitled (a),OilPaintCanvas,299,241,2004,Other,1
1147,"Nicholson, Winifred",Glimpse Upon Waking,OilPaintCanvas,615,606,1976,UK,2
1148,"Halliday, Edward",Christian and Hopeful Arrive before the Celestial City,OilPaintCanvas,1206,912,1926,UK,3
1149,"Reeve, Russell",The Circus,Lithograph,762,495,1947,UK,4
1150,"Lucas, John Seymour","After Culloden, Rebel Hunting",OilPaintCanvas,1962,1426,1884,Other,5
1151,"Celice, Pierre",Untitled - Orange,Lithograph,657,508,1972,Other,1
1152,"Bussy, Simon",Lady Ottoline Morrell,OilPaintCanvas,290,308,1920,Other,2
1153,"Ouless, Walter William",Philip Westlake,OilPaintCanvas,705,902,1873,Other,3
1154,"Zuccarelli, Francesco",A Landscape with the Story of Cadmus Killing the Dragon,OilPaintCanvas,1572,1264,1765,Other,4
1155,"Gouk, Alan",Cretan Premonition,OilPaintCanvas,4381,1708,1985,UK,5
1156,"Yamaguchi, Katsuhiro",Composition for APN,Photograph,114,153,1953,Other,1
1157,"Pether, Henry","Greenwich Reach, Moonlight",OilPaintCanvas,889,597,1854,Other,2
1158,"Wootton, John",Life-Size Horse with Huntsman Blowing a Horn,OilPaintCanvas,3544,2300,1732,UK,3
1159,"Eastlake, Sir Charles Lock",The Colosseum from the Campo Vaccino,OilPaintCanvas,648,527,1822,Other,4
1160,"Warren, Michael",Crested Grebe,Lithograph,384,521,1974,UK,5
1161,"Krzywoblocki, Wojciech",Earth Sail,Screenprint,508,792,1970,Other,1
1162,"Collier, The Hon. John",Mrs Huxley,OilPaintCanvas,508,610,1927,UK,2
